scenario_id,domain,scenario,abstract_action,semantic_abstraction,abstract_decision_schema,expected_decision_type,high_stakes_factor,equivalence_type,probability_positive,probability_negative,probability_condition,neutral_prompt,gain_prompt,loss_prompt
F050,finance,I am considering investing in a small manufacturing venture.,investing in a small manufacturing venture,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""investing in a small manufacturing venture"", ""domain"": ""finance"", ""decision_type"": ""private investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""operational and loss risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",private investment,operational and loss risk,probability_equivalence,40,60,P40_N60,"I am considering investing in a small manufacturing venture. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering investing in a small manufacturing venture. There is a 40% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering investing in a small manufacturing venture. There is a 60% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F050,finance,I am considering investing in a small manufacturing venture.,investing in a small manufacturing venture,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""investing in a small manufacturing venture"", ""domain"": ""finance"", ""decision_type"": ""private investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""operational and loss risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",private investment,operational and loss risk,probability_equivalence,60,40,P60_N40,"I am considering investing in a small manufacturing venture. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering investing in a small manufacturing venture. There is a 60% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering investing in a small manufacturing venture. There is a 40% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F050,finance,I am considering investing in a small manufacturing venture.,investing in a small manufacturing venture,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""investing in a small manufacturing venture"", ""domain"": ""finance"", ""decision_type"": ""private investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""operational and loss risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",private investment,operational and loss risk,probability_equivalence,80,20,P80_N20,"I am considering investing in a small manufacturing venture. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering investing in a small manufacturing venture. There is a 80% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering investing in a small manufacturing venture. There is a 20% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F051,finance,I am considering using home equity to finance a new business idea.,using home equity to finance a new business idea,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""using home equity to finance a new business idea"", ""domain"": ""finance"", ""decision_type"": ""secured borrowing"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""housing collateral risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",secured borrowing,housing collateral risk,probability_equivalence,20,80,P20_N80,"I am considering using home equity to finance a new business idea. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 20% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 80% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F051,finance,I am considering using home equity to finance a new business idea.,using home equity to finance a new business idea,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""using home equity to finance a new business idea"", ""domain"": ""finance"", ""decision_type"": ""secured borrowing"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""housing collateral risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",secured borrowing,housing collateral risk,probability_equivalence,40,60,P40_N60,"I am considering using home equity to finance a new business idea. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 40% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 60% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F051,finance,I am considering using home equity to finance a new business idea.,using home equity to finance a new business idea,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""using home equity to finance a new business idea"", ""domain"": ""finance"", ""decision_type"": ""secured borrowing"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""housing collateral risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",secured borrowing,housing collateral risk,probability_equivalence,60,40,P60_N40,"I am considering using home equity to finance a new business idea. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 60% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 40% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F051,finance,I am considering using home equity to finance a new business idea.,using home equity to finance a new business idea,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""using home equity to finance a new business idea"", ""domain"": ""finance"", ""decision_type"": ""secured borrowing"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""housing collateral risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",secured borrowing,housing collateral risk,probability_equivalence,80,20,P80_N20,"I am considering using home equity to finance a new business idea. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 80% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using home equity to finance a new business idea. There is a 20% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F052,finance,I am considering buying a vacation rental property with borrowed money.,buying a vacation rental property with borrowed money,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""buying a vacation rental property with borrowed money"", ""domain"": ""finance"", ""decision_type"": ""real estate investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""debt and vacancy risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",real estate investment,debt and vacancy risk,probability_equivalence,20,80,P20_N80,"I am considering buying a vacation rental property with borrowed money. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 20% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 80% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F052,finance,I am considering buying a vacation rental property with borrowed money.,buying a vacation rental property with borrowed money,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""buying a vacation rental property with borrowed money"", ""domain"": ""finance"", ""decision_type"": ""real estate investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""debt and vacancy risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",real estate investment,debt and vacancy risk,probability_equivalence,40,60,P40_N60,"I am considering buying a vacation rental property with borrowed money. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 40% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 60% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F052,finance,I am considering buying a vacation rental property with borrowed money.,buying a vacation rental property with borrowed money,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""buying a vacation rental property with borrowed money"", ""domain"": ""finance"", ""decision_type"": ""real estate investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""debt and vacancy risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",real estate investment,debt and vacancy risk,probability_equivalence,60,40,P60_N40,"I am considering buying a vacation rental property with borrowed money. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 60% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 40% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F052,finance,I am considering buying a vacation rental property with borrowed money.,buying a vacation rental property with borrowed money,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""buying a vacation rental property with borrowed money"", ""domain"": ""finance"", ""decision_type"": ""real estate investment"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""debt and vacancy risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",real estate investment,debt and vacancy risk,probability_equivalence,80,20,P80_N20,"I am considering buying a vacation rental property with borrowed money. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 80% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering buying a vacation rental property with borrowed money. There is a 20% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F053,finance,I am considering joining a high-yield savings product from an unfamiliar platform.,joining a high-yield savings product from an unfamiliar platform,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a high-yield savings product from an unfamiliar platform"", ""domain"": ""finance"", ""decision_type"": ""savings product"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""platform and liquidity risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",savings product,platform and liquidity risk,probability_equivalence,20,80,P20_N80,"I am considering joining a high-yield savings product from an unfamiliar platform. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 20% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 80% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F053,finance,I am considering joining a high-yield savings product from an unfamiliar platform.,joining a high-yield savings product from an unfamiliar platform,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a high-yield savings product from an unfamiliar platform"", ""domain"": ""finance"", ""decision_type"": ""savings product"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""platform and liquidity risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",savings product,platform and liquidity risk,probability_equivalence,40,60,P40_N60,"I am considering joining a high-yield savings product from an unfamiliar platform. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 40% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 60% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F053,finance,I am considering joining a high-yield savings product from an unfamiliar platform.,joining a high-yield savings product from an unfamiliar platform,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a high-yield savings product from an unfamiliar platform"", ""domain"": ""finance"", ""decision_type"": ""savings product"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""platform and liquidity risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",savings product,platform and liquidity risk,probability_equivalence,60,40,P60_N40,"I am considering joining a high-yield savings product from an unfamiliar platform. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 60% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 40% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
F053,finance,I am considering joining a high-yield savings product from an unfamiliar platform.,joining a high-yield savings product from an unfamiliar platform,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a high-yield savings product from an unfamiliar platform"", ""domain"": ""finance"", ""decision_type"": ""savings product"", ""stake_type"": ""personal financial resources"", ""high_stakes_factor"": ""platform and liquidity risk"", ""outcome_dimension"": ""financial outcome"", ""positive_outcome"": ""it will lead to a positive financial outcome"", ""negative_outcome"": ""it will not lead to a positive financial outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",savings product,platform and liquidity risk,probability_equivalence,80,20,P80_N20,"I am considering joining a high-yield savings product from an unfamiliar platform. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 80% chance that it will lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a high-yield savings product from an unfamiliar platform. There is a 20% chance that it will not lead to a positive financial outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
